job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance
JG04,1.0816653826392,PG03,1.0816653826392,0.8660254037844392,RM_type_B,2,1988,N,0,level_4,3.59,2011,2,2,2,0,5,0,39.69,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.0,RM_type_A,2,1988,Y,1,level_4,0.0,2014,3,2,3,0,3,0,39.87,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.41231056256176596,RM_type_B,2,1988,Y,1,level_4,2.82,2012,3,2,2,0,4,0,47.56,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.47309198626562,RM_type_B,2,1986,Y,2,level_4,2.93,2011,4,2,3,0,0,0,41.65,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,2,1987,Y,1,level_4,2.78,2011,4,3,2,0,1,0,44.44,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.3527749258468702,RM_type_B,2,1987,Y,0,level_4,0.0,2010,6,4,2,0,5,1,51.53,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1989,Y,2,level_4,3.3,2010,4,3,5,0,5,0,47.4,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.1180339887498998,RM_type_A,2,1990,Y,1,level_4,3.17,2012,4,3,4,0,9,0,63.19,0.0,1
JG04,1.6340134638368202,PG03,1.6340134638368202,0.0,RM_type_A,2,1982,Y,3,level_4,3.38,2011,7,4,3,2,3,0,50.48,0.0,0
JG04,2.53377189186399,PG04,1.73205080756888,0.0,RM_type_A,2,1984,Y,1,level_4,3.17,2009,6,6,4,17,3,0,78.21,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,1,1990,Y,1,level_4,3.61,2011,3,3,4,3,2,0,81.8,1.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.0816653826392,RM_type_B,2,1988,Y,1,level_4,0.0,2011,3,3,2,0,5,4,43.28,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.3527749258468702,RM_type_A,2,1988,Y,1,level_4,0.0,2010,6,3,4,1,0,0,67.41,0.0,0
JG04,1.6340134638368202,PG03,1.6340134638368202,1.3527749258468702,RM_type_A,2,1987,Y,1,level_4,3.2,2010,5,3,3,2,4,0,52.02,0.0,1
JG04,1.15325625946708,PG03,1.15325625946708,1.3527749258468702,RM_type_A,2,1988,Y,1,level_4,2.72,2012,3,2,3,0,2,0,25.88,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1986,Y,0,level_4,3.33,2009,4,3,4,1,4,0,49.25,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.80277563773199,RM_type_A,2,1986,Y,1,level_4,3.37,2009,4,2,2,0,7,0,84.61,2.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.0,RM_type_A,1,1984,Y,2,level_4,3.46,2007,6,4,3,0,8,1,38.2,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.0,RM_type_A,1,1988,Y,1,level_4,3.12,2011,2,2,3,0,0,6,42.56,0.0,1
JG04,1.47309198626562,PG03,1.47309198626562,0.8660254037844392,RM_type_A,2,1982,Y,0,level_4,2.99,2006,7,7,4,0,6,4,29.6,0.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.4142135623731003,RM_type_A,2,1985,Y,0,level_4,0.0,2011,5,2,2,0,0,0,55.5,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.5556349186104,RM_type_A,2,1988,N,0,level_4,0.0,2011,5,2,4,0,5,3,43.89,0.0,0
JG04,2.73861278752583,PG04,0.0,1.22474487139159,RM_type_B,1,1983,Y,1,level_4,3.61,2006,8,6,6,0,0,4,45.23,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,2,1989,Y,1,level_4,0.0,2013,3,3,4,0,2,2,43.39,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,1,1985,Y,2,level_4,0.0,2008,3,3,3,1,11,1,43.13,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1984,Y,1,level_4,0.0,2009,6,3,4,0,2,0,49.16,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1985,Y,1,level_4,0.0,2010,5,3,4,1,5,0,108.33,3.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.5556349186104,RM_type_A,2,1988,Y,1,level_4,3.01,2012,2,1,3,0,3,0,40.3,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.52643375224737,RM_type_A,2,1989,Y,0,level_4,3.25,2011,2,1,2,0,1,0,42.71,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,1.29228479833201,RM_type_A,2,1983,Y,2,level_4,0.0,2008,7,4,5,0,0,0,57.91,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_C,1,1985,Y,2,level_4,3.25,2008,7,4,5,0,0,0,41.86,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.3856406460551,RM_type_B,2,1988,Y,1,level_4,0.0,2011,3,2,3,0,2,0,39.94,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.41231056256176596,RM_type_B,1,1989,Y,2,level_4,0.0,2011,3,2,2,0,3,0,71.58,0.0,0
JG04,1.4422205101856003,PG03,1.4422205101856003,1.3527749258468702,RM_type_A,2,1985,Y,1,level_4,2.8,2009,7,3,2,1,2,0,62.55,0.0,1
JG04,1.4422205101856003,PG03,1.4422205101856003,1.1916375287813001,RM_type_A,2,1982,Y,1,level_4,3.21,2009,7,4,3,0,3,6,51.39,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.29228479833201,RM_type_A,2,1986,Y,1,level_4,3.32,2009,4,2,3,0,0,5,43.7,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,0.5,RM_type_B,2,1987,Y,0,level_4,2.88,2010,3,4,4,0,0,0,43.91,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.1180339887498998,RM_type_A,1,1989,Y,1,level_4,0.0,2011,3,2,2,0,0,2,80.42,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1985,Y,1,level_4,0.0,2010,6,4,4,0,6,0,53.09,0.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.52643375224737,RM_type_B,1,1986,Y,1,level_4,0.0,2009,5,3,3,0,5,0,40.93,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,1.5,RM_type_B,2,1988,Y,2,level_4,3.32,2012,3,2,2,0,6,0,83.59,1.0,0
JG04,1.6340134638368202,PG03,1.6340134638368202,1.15325625946708,RM_type_C,2,1987,Y,1,level_4,3.4,2011,6,4,5,0,0,1,44.0,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.52643375224737,RM_type_A,1,1988,Y,0,level_4,3.23,2010,4,3,4,1,4,7,45.3,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_A,2,1988,Y,2,level_4,3.3,2011,6,4,5,7,3,5,41.87,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,1,1987,Y,0,level_4,3.41,2010,6,4,5,2,4,0,30.44,0.0,0
JG04,1.6340134638368202,PG03,1.6340134638368202,1.22474487139159,RM_type_A,2,1987,Y,0,level_4,3.45,2012,5,3,4,0,6,0,43.15,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1990,Y,0,level_4,3.15,2013,3,3,3,0,5,3,13.24,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,1,1986,Y,0,level_4,2.9,2010,6,5,3,6,8,13,44.38,0.0,0
JG04,1.5,PG03,1.5,0.707106781186548,RM_type_B,1,1985,Y,2,level_4,3.08,2009,5,3,6,0,6,2,49.15,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,1.84932420089069,RM_type_A,2,1990,Y,2,level_4,3.42,2012,5,2,5,0,5,1,63.05,0.0,0
JG04,1.5,PG03,1.5,1.22474487139159,RM_type_C,2,1990,Y,2,level_4,3.1,2012,5,3,4,0,3,3,38.32,0.0,0
JG04,1.15325625946708,PG03,1.15325625946708,1.4422205101856003,RM_type_A,1,1990,Y,1,level_4,3.3,2014,2,1,2,0,0,0,52.0,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.1916375287813001,RM_type_A,1,1987,Y,3,level_4,3.77,2009,6,4,4,1,6,2,41.32,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,0.5,RM_type_C,2,1990,Y,1,level_4,3.02,2013,3,2,4,0,0,0,88.44,2.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.1916375287813001,RM_type_A,2,1989,Y,1,level_4,3.08,2012,3,2,5,0,4,0,98.92,2.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.4142135623731003,RM_type_B,1,1986,Y,0,level_4,3.46,2006,6,2,3,0,0,0,42.35,2.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1988,Y,2,level_4,3.08,2011,5,2,3,0,10,0,48.19,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.7549928774784198,RM_type_A,2,1983,Y,1,level_4,2.72,2006,6,3,4,0,12,0,57.88,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_B,1,1986,Y,0,level_4,3.49,2008,3,2,2,0,7,0,66.55,0.0,0
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,2,1988,N,0,level_4,2.97,2011,5,3,5,0,9,0,45.84,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,2,1989,Y,0,level_4,3.91,2014,3,6,4,0,11,2,50.27,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.5,RM_type_A,2,1985,N,0,level_4,3.02,2009,4,4,5,0,8,5,13.06,0.0,0
JG04,1.29228479833201,PG03,1.29228479833201,0.9591663046625442,RM_type_C,2,1986,Y,0,level_4,3.51,2011,5,4,5,0,3,1,40.53,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,1.1916375287813001,RM_type_A,2,1981,Y,2,level_4,2.83,2007,6,2,6,1,1,1,87.26,2.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_C,2,1985,N,0,level_4,3.15,2010,5,2,5,1,0,4,88.24,2.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_C,2,1990,Y,0,level_4,3.15,2012,2,2,4,0,0,3,78.43,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,0.8660254037844392,RM_type_A,1,1989,Y,1,level_4,3.28,2011,3,2,4,0,0,0,44.06,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.6822603841260702,RM_type_C,1,1988,Y,0,level_4,3.14,2009,3,1,4,0,9,2,43.7,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1990,N,0,level_4,3.2,2012,2,2,4,0,4,0,19.19,0.0,0
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_C,2,1989,N,0,level_4,3.27,2013,3,2,3,0,7,0,32.64,0.0,0
JG04,1.6340134638368202,PG03,1.6340134638368202,0.574456264653803,RM_type_A,1,1987,Y,0,level_4,3.02,2010,6,5,5,3,9,0,41.05,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1990,N,0,level_4,2.95,2013,2,4,3,0,0,0,31.33,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.52643375224737,RM_type_A,2,1991,Y,1,level_4,3.21,2014,2,1,3,0,5,0,14.97,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.52643375224737,RM_type_A,2,1991,N,0,level_4,3.31,2015,2,1,2,0,0,0,39.84,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_B,2,1992,Y,0,level_4,3.15,2013,2,2,3,1,3,0,67.32,0.0,0
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_B,1,1992,N,0,level_4,3.37,2013,3,2,4,0,8,9,19.54,0.0,0
JG04,1.47309198626562,PG03,1.47309198626562,1.4142135623731003,RM_type_C,1,1989,Y,2,level_4,3.11,2011,6,2,5,0,15,4,41.12,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.3527749258468702,RM_type_B,2,1988,Y,0,level_4,3.11,2013,3,3,2,0,0,0,58.46,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.1180339887498998,RM_type_A,2,1988,N,0,level_4,3.0,2013,4,3,3,0,0,0,82.93,2.0,1
JG04,2.53377189186399,PG04,2.34520787991171,1.4142135623731003,RM_type_A,2,1974,Y,2,level_4,2.98,2013,23,8,8,9,5,0,69.31,2.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,1,1985,Y,1,level_4,3.58,2013,3,2,3,0,4,2,35.81,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.3856406460551,RM_type_A,2,1987,Y,1,level_4,3.23,2011,6,3,3,0,7,0,61.66,2.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.3856406460551,RM_type_A,2,1989,Y,1,level_4,3.64,2011,6,4,3,0,7,0,70.95,2.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1991,Y,0,level_4,3.45,2013,3,2,2,0,4,0,15.77,0.0,0
JG03,1.73205080756888,PG01,1.73205080756888,0.707106781186548,RM_type_A,2,1990,Y,0,level_4,3.2,2014,3,3,2,0,3,0,38.79,0.0,0
JG04,1.1916375287813001,PG03,1.1916375287813001,0.91104335791443,RM_type_A,2,1983,Y,1,level_4,3.01,2008,6,4,2,4,0,0,85.29,3.0,1
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,2,1991,Y,1,level_4,3.3,2013,3,1,3,0,12,0,13.03,0.0,0
JG04,1.15325625946708,PG03,1.15325625946708,0.5,RM_type_B,2,1984,N,0,level_4,3.06,2008,3,3,3,0,0,0,13.63,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.22474487139159,RM_type_A,2,1990,N,0,level_4,3.35,2012,6,3,3,0,0,6,65.85,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,2,1989,N,0,level_4,3.18,2012,2,3,2,0,8,0,13.8,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.3856406460551,RM_type_A,1,1986,N,0,level_4,2.95,2010,3,3,3,0,2,7,44.14,0.0,1
JG04,1.1916375287813001,PG03,1.1916375287813001,1.3856406460551,RM_type_C,2,1987,N,0,level_4,3.85,2012,5,3,5,0,3,1,77.76,1.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_B,2,1986,Y,0,level_4,3.17,2009,3,2,2,0,2,0,69.03,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_A,2,1988,N,0,level_4,3.47,2010,2,2,3,0,3,0,52.92,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,0.648074069840786,RM_type_B,1,1988,Y,0,level_4,3.28,2009,6,4,3,0,8,11,59.4,0.0,1
JG04,0.707106781186548,PG03,0.707106781186548,0.707106781186548,RM_type_B,1,1991,N,0,level_4,3.08,2014,3,3,2,0,4,0,47.61,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.15325625946708,RM_type_A,2,1988,Y,1,level_4,3.55,2012,3,2,2,0,1,0,47.4,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,1.4142135623731003,RM_type_A,2,1986,Y,1,level_4,3.32,2009,6,3,4,0,3,0,66.78,2.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1987,Y,0,level_4,3.55,2010,3,2,4,0,6,5,67.86,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,2,1988,N,0,level_4,3.0,2012,3,2,4,0,3,0,16.56,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,1,1986,Y,0,level_4,3.25,2009,4,3,3,0,0,10,76.09,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,0.5,RM_type_A,2,1986,N,0,level_4,3.31,2012,3,3,3,0,2,0,73.7,1.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.52643375224737,RM_type_A,2,1988,N,0,level_4,3.11,2012,4,3,3,0,20,3,29.61,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,1.22474487139159,RM_type_A,2,1983,Y,2,level_4,3.48,2007,7,3,3,1,6,0,65.47,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,1.3527749258468702,RM_type_A,1,1985,Y,1,level_4,3.17,2008,6,3,4,0,5,0,35.9,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_B,1,1989,Y,2,level_4,3.1,2013,4,2,2,0,7,1,47.81,0.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.3527749258468702,RM_type_A,1,1987,Y,1,level_4,3.49,2012,6,2,3,0,3,0,74.9,2.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.3527749258468702,RM_type_A,2,1990,N,0,level_4,3.16,2012,6,3,2,0,2,0,94.77,3.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1986,Y,1,level_4,3.21,2010,6,3,4,0,4,0,87.39,3.0,0
JG04,1.58113883008419,PG03,1.58113883008419,1.3527749258468702,RM_type_A,2,1987,Y,0,level_4,3.34,2012,6,2,3,0,4,0,93.44,3.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1988,Y,1,level_4,3.01,2012,3,3,2,0,2,0,45.58,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1986,Y,0,level_4,3.54,2008,5,4,3,0,5,9,98.88,3.0,0
JG05,1.0816653826392,PG05,1.0816653826392,1.3856406460551,RM_type_C,1,1981,Y,3,level_4,3.47,2003,15,5,9,0,1,4,71.42,2.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1989,Y,0,level_4,0.0,2012,3,2,2,2,2,0,13.92,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,1,1987,Y,1,level_4,0.0,2010,6,6,3,3,4,0,45.03,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1986,N,0,level_4,0.0,2011,3,2,2,0,3,0,40.9,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1991,N,0,level_4,0.0,2014,3,2,2,0,4,0,41.67,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1991,Y,1,level_4,0.0,2013,3,2,2,0,3,0,13.47,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1989,Y,2,level_4,0.0,2012,3,2,3,3,3,0,17.27,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,2,1987,Y,0,level_4,0.0,2010,3,2,2,0,0,0,42.78,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.22474487139159,RM_type_A,1,1990,Y,0,level_4,0.0,2012,5,3,5,0,4,0,111.24,3.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1989,Y,1,level_4,0.0,2012,3,2,2,0,3,0,47.07,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,0.8660254037844392,RM_type_A,2,1983,Y,1,level_4,0.0,2010,5,3,3,0,3,0,42.26,2.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1991,Y,1,level_4,0.0,2014,3,2,2,0,3,1,13.0,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1990,N,0,level_4,0.0,2014,3,2,2,0,2,0,44.96,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1986,Y,0,level_4,0.0,2009,3,2,2,0,6,2,13.66,0.0,0
JG05,2.64575131106459,PG06,2.23606797749979,0.707106781186548,RM_type_A,1,1966,Y,3,level_4,3.19,2008,31,15,8,0,5,5,55.63,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1990,Y,0,level_4,0.0,2012,3,2,2,0,2,0,43.09,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,1,1990,Y,1,level_4,0.0,2013,2,2,2,0,0,0,15.42,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,1,1988,Y,0,level_4,0.0,2012,3,2,2,0,5,0,13.0,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_B,2,1991,N,0,level_4,0.0,2013,2,2,2,0,2,0,49.79,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1990,Y,1,level_4,0.0,2014,3,2,2,0,2,6,75.99,0.0,1
JG04,2.51594912508182,PG04,1.58113883008419,1.4142135623731003,RM_type_A,2,1982,Y,2,level_4,3.08,2000,13,12,7,9,2,0,40.77,2.0,1
JG04,2.5651510676761298,PG04,1.0,1.5556349186104,RM_type_C,1,1981,Y,2,level_4,3.52,2004,14,10,7,0,0,0,46.19,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.648074069840786,RM_type_B,1,1992,N,0,level_4,3.2,2013,2,2,3,0,3,0,13.61,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_B,2,1990,Y,0,level_4,0.0,2014,4,3,3,0,3,1,53.25,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_A,2,1988,N,0,level_4,3.2,2013,4,2,3,0,1,0,45.85,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.648074069840786,RM_type_B,2,1989,Y,0,level_4,3.01,2013,3,2,3,0,5,2,67.47,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.648074069840786,RM_type_B,2,1990,Y,1,level_4,3.11,2015,3,2,3,0,4,5,61.67,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1990,Y,1,level_4,3.02,2013,3,2,2,0,5,0,48.66,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.648074069840786,RM_type_B,2,1990,Y,0,level_4,3.28,2014,2,2,3,0,5,0,40.98,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,1,1991,Y,1,level_4,0.0,2013,3,2,2,0,3,3,22.41,0.0,0
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1988,Y,0,level_4,3.17,2016,5,6,4,0,3,0,52.36,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,1.4422205101856003,RM_type_A,2,1989,Y,0,level_4,0.0,2014,4,3,3,0,4,1,44.8,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,1.15325625946708,RM_type_B,1,1985,Y,0,level_4,0.0,2008,3,3,2,0,3,1,14.02,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,1,1990,Y,1,level_4,0.0,2013,3,2,2,0,5,1,13.72,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1991,Y,0,level_4,0.0,2014,2,2,2,0,6,0,13.58,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,0.0,2010,3,2,3,0,4,2,13.28,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,1,1992,N,0,level_4,0.0,2016,2,2,2,0,3,1,13.06,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,2,1989,Y,1,level_4,0.0,2012,3,3,3,0,4,0,47.58,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1988,Y,0,level_4,0.0,2011,3,2,2,1,3,4,65.01,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1992,N,0,level_4,0.0,2015,3,2,2,2,1,0,13.06,0.0,0
JG04,1.22474487139159,PG03,1.22474487139159,1.4142135623731003,RM_type_B,1,1986,Y,0,level_4,0.0,2010,5,3,2,0,6,1,57.01,0.0,1
JG03,2.67768556779918,PG02,1.4142135623731003,1.1916375287813001,RM_type_A,2,1983,Y,2,level_4,0.0,2007,7,7,4,5,5,15,13.39,0.0,0
JG04,1.4142135623731003,PG03,1.4142135623731003,1.4142135623731003,RM_type_B,2,1989,N,0,level_4,0.0,2012,4,2,2,0,8,0,48.59,0.0,0
JG04,1.0816653826392,PG03,1.0816653826392,0.91104335791443,RM_type_B,1,1990,Y,1,level_4,0.0,2012,3,2,2,0,6,3,23.96,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,1.52643375224737,RM_type_B,1,1990,N,0,level_4,0.0,2015,2,1,2,0,6,0,37.17,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,1,1989,Y,3,level_4,0.0,2011,3,2,3,0,11,0,56.03,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.91104335791443,RM_type_B,2,1990,N,0,level_4,0.0,2014,2,2,2,0,0,0,13.19,0.0,0
JG05,2.82842712474619,PG06,2.34520787991171,0.707106781186548,RM_type_A,2,1976,Y,3,level_4,3.19,2001,17,13,7,1,1,0,51.83,0.0,0
JG04,1.6583123951777,PG03,1.6583123951777,0.707106781186548,RM_type_A,2,1985,Y,1,level_4,0.0,2009,6,4,4,3,3,0,41.07,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,2,1988,Y,1,level_4,0.0,2013,3,2,2,0,0,0,15.17,0.0,0
JG04,1.3856406460551,PG03,1.3856406460551,1.3527749258468702,RM_type_A,2,1988,N,0,level_4,0.0,2011,4,2,3,1,5,1,54.46,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.1180339887498998,RM_type_B,1,1986,Y,0,level_4,0.0,2009,3,2,2,0,2,0,50.27,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.52643375224737,RM_type_B,2,1988,N,0,level_4,0.0,2015,2,1,2,0,2,1,14.04,0.0,0
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_B,1,1991,Y,1,level_4,0.0,2014,3,2,2,0,4,3,14.02,0.0,0
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_B,1,1984,N,0,level_4,0.0,2007,5,3,2,0,4,0,49.2,0.0,0
